ratio,flux_over_flux0,equilibrium_flux_rad,g1_over_Ic,g2_over_Ic,g3_over_Ic,g3_over_g1,status
0.015,0.49,3.0758023726654082,0.31836562225427945,,-0.003678245004779491,-0.011553524462643355,STABLE
0.015,0.5,3.141592653589793,0.3183333333333333,,-0.003672839506172839,-0.011537715726197401,STABLE
0.02,0.2,1.2006963484287247,0.3405095566933774,,-0.007377461843128509,-0.021665946514892613,STABLE
0.02,0.21000000000000002,1.2622980181410348,0.33934537081510346,,-0.007183812591198609,-0.021169620124603963,STABLE
0.02,0.22,1.324113453747614,0.3381544079451477,,-0.0069856404390054375,-0.02065813804248438,STABLE
0.02,0.23,1.3861487594292468,0.3369409097731855,,-0.006783646783352678,-0.020133045844504736,STABLE
0.02,0.24000000000000002,1.4484093586043971,0.33570928712420983,,-0.006578562107143395,-0.01959600868804496,STABLE
0.02,0.25,1.5108999426933274,0.3344641104665208,,-0.0063711444951932775,-0.019048813597090014,STABLE
0.02,0.26,1.5736244191373272,0.3332100987605275,,-0.0061621778627578136,-0.018493370656171102,STABLE
0.02,0.27,1.6365858591792064,0.3319521065191109,,-0.005952469873043541,-0.017931712907207745,STABLE
0.02,0.28,1.6997864459999903,0.33069510896181215,,-0.005742849521893716,-0.017365994737336396,STABLE
0.02,0.29000000000000004,1.7632274238970131,0.32944418516144397,,-0.005534164370618273,-0.01679848854489952,STABLE
0.02,0.30000000000000004,1.8269090492779565,0.3282044991033877,,-0.005327277411667622,-0.01623157947627487,STABLE
0.02,0.31,1.8908305443307922,0.32698127860521264,,-0.0051230635566033465,-0.015667758039409892,STABLE
0.02,0.32,1.9549900543076364,0.32577979207759394,,-0.004922405741644021,-0.015109610421973646,STABLE
0.02,0.33,2.019384609427117,0.32460532314685653,,-0.004726190652974439,-0.014559806373958435,STABLE
0.02,0.34,2.0840100924502836,0.3234631432046537,,-0.004535304081971981,-0.014021084557082023,STABLE
0.02,0.35,2.148861213016156,0.3223584820007819,,-0.004350625929436588,-0.013496235316761529,STABLE
0.02,0.36,2.2139314898289686,0.32129649645013925,,-0.004173024887671394,-0.012988080896546562,STABLE
0.02,0.37,2.27921324176208,0.3202822378832165,,-0.004003352839649053,-0.012499453188873941,STABLE
0.02,0.38,2.344697588893331,0.3193206180294974,,-0.003842439025199792,-0.012033169198128147,STABLE
0.02,0.39,2.410374464385282,0.3184163740831981,,-0.0036910840348980656,-0.011592004480063681,STABLE
0.02,0.4,2.47623263799914,0.3175740332582017,,-0.0035500537026230926,-0.011178664912243445,STABLE
0.02,0.41000000000000003,2.5422597518572725,0.3167978772917407,,-0.0034200729772484555,-0.010795757239556544,STABLE
0.02,0.42000000000000004,2.6084423688669034,0.3160919074014371,,-0.0033018198620552316,-0.01044575892245769,STABLE
0.02,0.43000000000000005,2.674766033973765,0.3154598102353099,,-0.0031959195168261034,-0.010130987888575036,STABLE
0.02,0.44,2.741215348149281,0.31490492537661985,,-0.003102938621681581,-0.009853572845742346,STABLE
0.02,0.45,2.8077740547279673,0.3144302149728896,,-0.003023380103192664,-0.009615424851753965,STABLE
0.02,0.46,2.874425137409391,0.3140382360494383,,-0.0029576783218430887,-0.00941821084925935,STABLE
0.02,0.47000000000000003,2.941150928945617,0.31373111604118487,,-0.002906194815313724,-0.00926332986024955,STABLE
0.02,0.48000000000000004,3.0079332292442214,0.3135105320322072,,-0.002869214684302624,-0.0091518924921089,STABLE
0.02,0.49,3.0747534313552105,0.31337769413112015,,-0.0028469436967648028,-0.009084704336274856,STABLE
0.02,0.5,3.141592653589793,0.3133333333333333,,-0.0028395061728395056,-0.009062253743104806,STABLE
0.025,0.2,1.1870847161076328,0.34260287218477914,,-0.007731033737414589,-0.022565583551923462,STABLE
0.025,0.21000000000000002,1.2483280406568857,0.3411623296753902,,-0.007491556418519428,-0.021958920334632225,STABLE
0.025,0.22,1.3098330779170682,0.33968636950269343,,-0.0072460857557695305,-0.02133169419302259,STABLE
0.025,0.23,1.371608194375184,0.33818006970076486,,-0.006995458998632856,-0.02068560398849854,STABLE
0.025,0.24000000000000002,1.4336610012386044,0.33664874519493465,,-0.006740554168409116,-0.020022513865322843,STABLE
0.025,0.25,1.49599828270667,0.3350979402062732,,-0.006482288957779469,-0.01934446076806448,STABLE
0.025,0.26,1.5586259212903608,0.33353341844519957,,-0.006221619249216701,-0.01865366078823352,STABLE
0.025,0.27,1.6215488207490851,0.3319611508385229,,-0.0059595372059646394,-0.017952513994216025,STABLE
0.025,0.28,1.6847708273667426,0.3303873005381252,,-0.00569706888977137,-0.01724360736775339,STABLE
0.025,0.29000000000000004,1.7482946504545467,0.3288182049708756,,-0.005435271361362287,-0.016529715445176476,STABLE
0.025,0.30000000000000004,1.8121217831423535,0.3272603547096552,,-0.005175229223021798,-0.015813798245171654,STABLE
0.025,0.31,1.8762524246990802,0.32572036897591417,,-0.004918050567865566,-0.015098996060112035,STABLE
